id,year,topic,top_terms,count,label_llm,summary_llm
2013:0,2013,0,"ゲーム-game 機, 居る ゲーム-game, 為 ゲーム-game, 仮想, 為る ゲーム-game",42,仮想世界のゲーム体験,2013年のゲームにおける仮想世界の重要性と、プレイヤーの存在意義について考察する。
2013:1,2013,1,"☆ 小説, 為 本編, 魔王 成る, ファンタジア-fantasia, http",25,魔王の成長物語,小説『ファンタジア』では、主人公が魔王として成長する過程を描き、冒険と葛藤を通じて自己を見つける物語が展開される。
2013:2,2013,2,"姫 達, 美姫, 妖精 達, 妖精, 彼女 人生",8,妖精と姫の人生,姫たちと妖精たちの交流を通じて、彼女たちの人生や成長が描かれる物語。
2013:3,2013,3,"前世 日本, 魔物 跋扈, ？ 魔王, 迷宮 都市, 世界 呼び出す",19,異世界の迷宮と魔物,前世の記憶を持つ主人公が、魔物が跋扈する迷宮都市で魔王を呼び出し、運命に立ち向かう物語。
2013:4,2013,4,"魔法 扱う, 魔法 名門, 世界 魔法, 魔法 放つ, 魔法 目覚める",10,魔法の覚醒と名門,魔法を扱う名門の家系が、世界での魔法の力を目覚めさせる物語。
2013:5,2013,5,"公爵 令嬢, 公爵 家, 王子 婚約, 二 王子, 王子",3,公爵家の婚約物語,公爵家の令嬢と二人の王子との婚約を巡る複雑な人間関係と恋愛模様を描いた物語。
2013:6,2013,6,"パーティー-party 追放, パーティー-party 追い出す, パーティー-party リーダー-leader, 元 パーティー-party, 者 パーティー-party",1,パーティーの追放とリーダーシップ,パーティー内での追放やリーダーの役割に焦点を当て、元メンバーの影響を探る。
2013:7,2013,7,"スキル-skill 御, ！ スキル-skill, 唯一 趣味, 奮闘 物語, 偽善",5,スキルと偽善の物語,趣味を通じてスキルを磨く主人公が、偽善に直面し奮闘する物語。
2013:8,2013,8,"アナ-announcer, ヒロイン-heroine 有る, リリー-lily アナ-announcer, 乙女 ゲーム-game, ヒロイン-heroine ライバル-rival",7,乙女ゲームのヒロインとライバル,乙女ゲームにおけるヒロインとライバルの関係を探求し、アナウンサーとしての役割を考察する。
2013:10,2013,10,"彼 勇者, 勇者 無い, 目 生, 彼 生きる, 歳 死ぬ",4,勇者の存在と生死,彼は勇者ではないが、生きるために戦い、歳を重ねる中で死を意識する。
2013:11,2013,11,"聖 騎士, 聖 剣, 英雄 達, 中 聖, 強大 敵",1,聖騎士と英雄の戦い,聖騎士たちが聖剣を手に、強大な敵に立ち向かう中世の英雄譚を描く物語。
2013:12,2013,12,"巫女姫, 聖女 成る, 女神, 新しい 聖女, 偽 聖女",1,聖女と偽聖女の対比,巫女姫が新しい聖女としての役割を果たし、偽聖女との対立を通じて女神の意義を探求する物語。
2013:13,2013,13,"ゲーム-game モブ, ゲーム-game 世界, ゲーム-game ライフ-life, 乙女 ゲーム-game, ゲー-game",9,ゲームとライフの交差,ゲームの世界と現実の生活が交錯する中で、乙女ゲームを通じたキャラクターのモブ化やプレイヤーの体験が探求される。
2013:14,2013,14,"二 王子, 一 王子, 皇太子, 侯爵 令嬢, 王子",1,王子と侯爵令嬢の物語,二人の王子と侯爵令嬢の関係を描き、権力と愛の葛藤を探る物語。
2013:15,2013,15,"人生 今度, 生きる 思う, 不尽 世界, 世界 住む, 魂",6,人生と魂の探求,人生を生きる中での思いや、不尽な世界に住む魂の葛藤を描いた作品。
2013:16,2013,16,"人 少年, 後 物語, 時 魔法, 迷宮 都市, 物語 ファンタジー-fantasy",6,魔法と迷宮の少年物語,少年が魔法の迷宮都市で繰り広げる冒険を描いたファンタジー物語。
2013:18,2013,18,"夫 愛する, 婚姻 結ぶ, 私-代名詞 結婚, 婚姻, 結婚 為る",1,愛と婚姻の関係,夫を愛し、婚姻を結ぶことに焦点を当て、私の視点から結婚の意義を探る。
2013:19,2013,19,"生徒 達, 学校 通う, 物語 異, 特異 能力, 居る 学校",4,特異能力を持つ生徒たち,特異な能力を持つ生徒たちが通う学校での物語を描く。
2013:20,2013,20,"美 少年, 令嬢 御, ？ 女の子, 幼馴染み 居る, 僕 親友",1,幼馴染と令嬢の恋,美少年と幼馴染の僕が、令嬢との関係に悩む物語。友情と恋愛の葛藤が描かれる。
2013:21,2013,21,"挫折 為る, 突然 無能, 勇者 様, 幼馴染み 告白, 少年 異",3,挫折と成長の物語,幼馴染みへの告白を通じて、少年が突然の無能感と挫折を経験し、勇者としての成長を遂げる物語。
2013:22,2013,22,"転生 王子, 王子, 七 王子, 成る 王国, 王族",4,転生した王子の物語,転生した王子が七人の王子たちと共に、王国を成すための冒険と成長を描く物語。
2013:23,2013,23,"王子 殿下, 為る 王子, 王子 妃, 二 王子, 王太子 有る",1,王子と王太子の物語,王子とその妃、王太子の存在を巡る物語が展開され、王族の複雑な人間関係が描かれる。
2013:25,2013,25,"前代 未聞, 歳 異, 私-代名詞 気, ＝ 年齢, 女 異",3,異なる視点の年齢観,前代未聞の視点から、私たちの年齢や性別に対する認識の違いを探求する。
2013:27,2013,27,"有る ドラゴン-dragon, 竜 人, 竜 族, ドラゴン-dragon, 竜 言う",4,ドラゴンと人間の関係,ドラゴンと人間、竜族の存在が描かれ、彼らの相互作用や文化が探求される物語。
2013:28,2013,28,"世界 女神, 彼 選ぶ, 為る 地球, 物 信ずる, 第 七",2,女神と地球の選択,物質を信じる彼が、世界の女神によって選ばれることで、地球の運命が変わる物語。
2013:30,2013,30,"魔法 世界, 魔法 才能, 剣 魔法, 妖精, 大 魔王",1,魔法と冒険の世界,魔法の才能を持つ者たちが、剣と魔法を駆使して妖精や大魔王と戦う冒険を描く物語。
2013:31,2013,31,"ファンタジー-fantasy 世界, 冒険 活劇, ゾンビ-zombie, 世界 謎, 社 モンスター-monster",4,ファンタジー冒険とゾンビ,ファンタジー世界での冒険活劇が展開され、ゾンビやモンスターが登場する謎に満ちた物語。
2013:32,2013,32,"呆気ない 死ぬ, 為る 失意, 生まれる 世界, 物語 人, 反映 為る",3,失意と生の物語,呆気ない死を迎える中で、失意を抱えた人々が新たな世界を生み出し、物語が反映される様子を描く。
2013:33,2013,33,"つ 物語, 世界 旅立つ, 悲劇, 下さる 世界, 世界 登場",3,物語の旅立ちと悲劇,物語が新たな世界へ旅立つ中で、悲劇的な出来事が展開され、登場人物たちの運命が交錯する様子を描く。
2013:34,2013,34,"社員, 会社 出勤, 雇う, アルバイト-Arbeit, 職場",1,職場の雇用形態,社員とアルバイトの出勤状況や雇用の違いについて考察する。
2013:35,2013,35,"祖父 様, 両親 死, 持つ 生まれる, 寂しい 無い, 結末 迎える",3,孤独と家族の絆,祖父と両親を失った主人公が、孤独を抱えながらも新たな人生の結末を迎える物語。
2013:36,2013,36,"迷宮 挑む, 迷宮 探索, 迷宮 中, 迷宮 潜る, 大 迷宮",4,迷宮の探索と挑戦,迷宮を探索し、挑むことで新たな発見や成長を遂げる過程を描く。
2013:37,2013,37,"公爵 令嬢, 国王 成る, 王太子, 王子, 侯爵 家",1,王族と侯爵家の葛藤,公爵令嬢が国王となる王太子や王子との関係を通じて、侯爵家との権力争いが描かれる物語。
2013:38,2013,38,"猫 為る, 為る 猫, 猫 成る, 猫 姿, 子猫",2,猫の存在と成長,猫が成長する過程や姿を描き、彼らの存在が持つ意味を探求する。
2013:39,2013,39,"魔法 覚える, 魔術 師, 魔術 極める, 成る 魔法, 師 魔術",2,魔法と魔術の修行,魔法を覚え、魔術を極める過程を描く物語。魔法師として成長する主人公の奮闘を描写。
2013:40,2013,40,"魔獣, 行く 書籍, 精霊 さん, 鷲, 迷宮 迷宮",1,魔獣と精霊の迷宮,魔獣と精霊が共存する迷宮を舞台に、冒険者たちが試練に挑む物語。鷲の存在が鍵となる。
2013:41,2013,41,"魔力 枯渇, 魔境, 勇者 英雄, 使う 魔力, 魔力",1,魔力の枯渇と勇者の試練,魔力が枯渇した魔境で、勇者が英雄としての力を試される物語。
2013:43,2013,43,"侯爵 夫人, 王位 継承, 男爵 家, 国王 陛下, クイーン-queen",1,王位継承と貴族の関係,侯爵夫人と男爵家の関係を通じて、国王陛下の王位継承問題が描かれる物語。
2013:49,2013,49,"自暴 自棄, 転移 者, 意図, 生きる 為, スキル-skill 俺",1,自暴自棄と生きる意図,自暴自棄の転移者が生きるための意図を持ち、スキルを磨く過程を描く。
2013:50,2013,50,"言う ゲーム-game, 私-代名詞 死ぬ, 乙女 ゲー-game, 人生 謳歌, ゲー-game",3,ゲームと人生の謳歌,乙女ゲームを通じて、自己表現や人生の楽しみを探求するテーマが描かれる。
2013:51,2013,51,"貴族 男, 世界 ファンタジー-fantasy, 人 御, ファンタジー-fantasy 世界, 為る 日常",1,貴族と日常のファンタジー,貴族男性がファンタジー世界で日常生活を送る様子を描く物語。
2014:0,2014,0,"居る ゲーム-game, ゲーム-game 中, 公 ゲーム-game, ゲーム-game 内, デス-death ゲーム-game",33,ゲーム内の存在と死,ゲーム内でのキャラクターの存在と死の概念について探求する。
2014:1,2014,1,"コミック-comic next, コミック-comic 1, 様 漫画, ファンタジー-fantasy 乙女, キャラ-character",18,ファンタジー乙女漫画の魅力,2014年のコミックにおけるファンタジー乙女ジャンルのキャラクターとストーリーの特徴を探る。
2014:2,2014,2,"魔女, 女 魔法, 巫女, 剣 姫, 姫 騎士",19,魔女と女性の力,魔女や巫女、剣姫、姫騎士など、女性キャラクターが持つ魔法や戦士としての力を探求する。
2014:3,2014,3,"日本 有る, 現代 日本, 因る 日本, 日本 人, 日本 返る",18,現代日本のアイデンティティ,2014年の日本における現代のアイデンティティの形成とその影響を探る。
2014:4,2014,4,"魔術 師, 魔法 使い, 魔法 呼ぶ, 魔法 使う, 魔法 効果",14,魔法とその使い手,魔術師や魔法使いが魔法を呼び起こし、様々な効果を発揮する様子を探求する。
2014:5,2014,5,"皇太子 殿下, 二 王子, 王子, 馬鹿 王子, 男爵 令嬢",6,王子と令嬢の物語,皇太子殿下と二人の王子、馬鹿王子と男爵令嬢との関係を描いた物語。
2014:7,2014,7,"秘める 才能, スキル-skill 貰う, 魔法 支配, 使う スキル-skill, 自身 力",6,秘められた魔法の才能,自身の力を使い、秘めた才能をスキルとして支配し、他者から得ることの重要性を探る物語。
2014:8,2014,8,"前世 乙女, アリス-外国, 令嬢 転生, クイーン-queen, レディー-lady",12,転生した乙女の冒険,異世界に転生した令嬢が、前世の記憶を持ちながら新たな人生を切り開く物語。
2014:9,2014,9,"学生 生活, 中学 時代, 高校 生活, 学園 生活, 居る 学園",3,学園生活の回想,中学から高校にかけての学生生活を振り返り、学園での思い出や成長を描写する。
2014:10,2014,10,"勇者 嘗て, 元 魔王, 貴族 為る, 勇者 元, 不幸 人生",7,勇者と元魔王の運命,かつての勇者が元魔王となり、貴族としての人生を歩む中で、不幸な運命に翻弄される様子を描く物語。
2014:11,2014,11,"魔王 討伐, 魔族 勢力, 魔王 死ぬ, 人 魔族, 間 魔王",8,魔王討伐の物語,魔族の勢力と人間の戦いを描き、魔王の死がもたらす影響を探る物語。
2014:12,2014,12,"達 聖女, 皇国, 世界 勇者, 為る 勇者, 対抗 為る",2,勇者と聖女の対抗,皇国を舞台に、勇者と聖女が対抗し、世界の運命を賭けた戦いが繰り広げられる物語。
2014:13,2014,13,"ゲーム-game 悪役, 前世 ゲーム-game, 其れ ゲーム-game, ゲーム-game 主人, ゲーム-game 名前",6,ゲームにおける悪役の役割,前世の記憶を持つ主人公が、ゲーム内で悪役と対峙し、名前や役割を通じて物語が展開する。
2014:14,2014,14,"王太子, 皇太子, 大 貴族, 王女, 皇后",1,王族と貴族の関係,2014年のテーマは、王太子や皇太子、大貴族、王女、皇后などの王族と貴族の関係性を探るものです。
2014:15,2014,15,"世界 放り込む, 迷い込む 居る, 人生 歩む, 歳 人生, 現われる 私-代名詞",6,人生の迷いと自己探求,人生の中で迷い込みながらも、自らの存在を見つけ出す過程を描く。
2014:16,2014,16,"少年 前世, 少年 世界, 幼馴染み 其れ, 少年 異, 成る 物語",7,少年の前世と異世界,幼馴染みとの絆を通じて、少年が前世の記憶を持ち異世界で成長する物語。
2014:17,2014,17,"居る 弟, 双子 妹, 両親 妹, 兄弟, 姉妹",2,兄弟姉妹の絆,双子の妹と兄弟の関係を通じて、家族の絆や愛情の複雑さを描く物語。
2014:18,2014,18,"婚約 破棄, 下さる 婚約, 出来る 婚約, 嫁ぐ 来る, 縁 切る",9,婚約とその破棄,婚約の成立や破棄、嫁ぐことに伴う縁の切れ目について考察する。
2014:19,2014,19,"教室, 学園 其処, 居る クラスメート-classmate, ファンタジック, 女子 生徒",6,ファンタジックな学園生活,女子生徒たちが教室で繰り広げるファンタジックな日常と友情の物語。
2014:20,2014,20,"一緒 暮らす, 恋 友情, 御 互い, 幼馴染み 居る, 再婚 因る",2,幼馴染みとの再婚,幼馴染みと再婚した二人が、恋と友情を育みながら共に暮らす様子を描く物語。
2014:21,2014,21,"者 育成, 召喚 儀式, 育成 為る, 邪神, 聖職",5,邪神召喚と育成の儀式,邪神を召喚し育成するための儀式を通じて、聖職者の役割や責任が探求される物語。
2014:22,2014,22,"転生 王子, 王国 第, 掛ける 魔王, 七 王子, 為る 魔",2,転生した王子の冒険,転生した王子が魔王と戦い、七つの王国を救うために奮闘する物語。
2014:23,2014,23,"王子 殿下, 王子 妃, 二 王子, 王子, 公爵 家",1,王子と公爵家の物語,王子とその妃、二王子、そして公爵家との関係を描いた物語。
2014:25,2014,25,"為る 恋, 恋 為る, 違い 恋, 恋愛 要素, 身分 違い",2,身分の違いと恋愛,身分の違いが恋愛に与える影響を探り、恋の成り立ちや要素の違いを考察する。
2014:26,2014,26,"人 魔族, 神話, 巻き込む 命, 世界 剣, 気侭 人生",5,神話と人の交錯,人と魔族が織りなす神話的な世界で、運命に巻き込まれた者たちの気侭な人生を描く物語。
2014:28,2014,28,"運命 神, 物語 神, 有る 神, 運命 抗う, 魂 異",3,運命と神の物語,運命に抗う魂の物語を通じて、神の存在と人間の選択の関係を探求する。
2014:30,2014,30,"魔獣 襲う, 大 魔王, 為る 迷宮, 出来る ファンタジー-fantasy, 他 魔王",5,魔獣と大魔王の迷宮,ファンタジーの世界で、魔獣が襲う迷宮に挑む大魔王と他の魔王たちの物語。
2014:31,2014,31,"魔女 魔法, 世界 ファンタジー-fantasy, 成る 迷宮, 世界 魔王, 邪竜",1,魔女と魔法の迷宮,魔女が魔法を駆使し、ファンタジー世界で魔王や邪竜と戦う迷宮の冒険を描く物語。
2014:32,2014,32,"苦しめる, 彼 死, リハビリ-rehabilitation, 人生 送る, 迎える 事",1,苦しみと再生の旅,彼の死がもたらした苦しみを乗り越え、リハビリを通じて新たな人生を迎える過程を描く。
2014:33,2014,33,"一流 冒険, 者 目指す, 登場 人物, 成る 世界, 物 人生",2,一流の冒険者の人生,一流の冒険者を目指す登場人物が、様々な試練を通じて成長し、世界を探求する物語。
2014:34,2014,34,"同棲, アルバイト-Arbeit, 友人, 退魔 師, 作家",1,同棲と創作の葛藤,同棲生活を送りながらアルバイトをし、友人や退魔師としての経験を通じて作家としての成長を描く物語。
2014:35,2014,35,"運命 翻弄, 成る 娘, 俺 どう, 今日 娘, 子 達",1,運命に翻弄される娘,運命に翻弄される娘の成長と葛藤を描き、彼女が直面する困難と家族との関係を探る物語。
2014:39,2014,39,"魔術 学校, 魔法 名門, 魔術 存在, 魔法 開発, 魔法 極める",3,魔法学校の名門と成長,魔法の存在と開発をテーマに、名門魔法学校での成長と挑戦を描く物語。
2014:40,2014,40,"文鳥, 魔獣, コミック-comic 3, 日 コミック-comic, 世界 召喚",2,文鳥と魔獣の召喚,2014年のコミック作品で、文鳥と魔獣が登場し、異世界召喚の冒険が描かれる。
2014:43,2014,43,"公爵 令嬢, 侯爵 夫人, 王位 継承, クイーン-queen, 国王 陛下",1,王位継承と貴族の葛藤,公爵令嬢と侯爵夫人の間で繰り広げられる王位継承を巡る権力争いと、国王陛下の意向が交錯する物語。
2014:45,2014,45,"継母, 家族 有る, 侯爵 家, 為る 伯母, 二 王子",1,継母と家族の物語,侯爵家における継母と二人の王子の関係を描き、家族の絆や葛藤を探求する物語。
2014:47,2014,47,"妻 成る, 王妃 成る, 歳 婚約, 双子 姉, 侯爵 夫人",1,運命の婚約と家族,双子の姉妹が侯爵夫人と王妃としての運命を背負い、結婚を通じて家族の絆と役割を探求する物語。
2014:48,2014,48,"ヒロイン-heroine 妹, 母 妹, 兄弟 居る, 伯爵 家, neo 書籍",1,家族とヒロインの葛藤,伯爵家の妹と母、兄弟の関係を描き、ヒロインの成長と葛藤を探る物語。
2014:50,2014,50,"ゲーム-game 転生, ゲーム-game 君, ゲーム-game 有る, 世界 落とす, 隠しキャラ",3,ゲームの転生と隠しキャラ,ゲーム内での転生や隠しキャラの存在が、プレイヤーの体験や物語に与える影響を探る。
2014:51,2014,51,"人格, 性癖, 優しい 少年, 価値 観, 世界 前世",2,前世と人格の探求,優しい少年が前世の記憶を通じて、自身の人格や性癖、価値観を再評価し、世界との関わりを模索する物語。
2015:0,2015,0,"私-代名詞 ゲーム-game, ゲーム-game 参加, 居る ゲーム-game, ゲーム-game 内, ゲー-game",35,ゲーム内の自己表現,ゲーム内での私という代名詞を通じて、参加者の自己表現や存在感が探求される。
2015:1,2015,1,"！ コミック-comic, 舎 コミック-comic, コミック-comic ウォーカー-walker, 巻 2018, 巻 2019",40,コミックの進化と影響,2015年以降のコミックの発展と、特に2018年と2019年の作品が文化に与えた影響について考察する。
2015:2,2015,2,"魔族 少女, 魔法 少女, 魔女 呪い, 魔女, 魔法 使い",22,魔法少女と呪いの物語,魔族や魔法を使う少女たちが、魔女の呪いに立ち向かう冒険を描いた物語。
2015:3,2015,3,"日本 人, ストーリー-story ！, ユキムラ, 世界 転移, 平成",26,日本の異世界転移物語,平成時代の日本人が異世界に転移し、ユキムラの冒険を描くストーリー。
2015:4,2015,4,"魔法 使い手, 魔術 師, 有る 魔法, 魔法 スキル-skill, 為 魔法",11,魔法使いとその技術,2015年のテーマは魔法使いとその魔法スキルに焦点を当て、魔術師の役割や能力について探求する。
2015:5,2015,5,"王子 婚約, 仕舞う 公爵, 伯爵 令嬢, 令嬢 婚約, 王立",4,王子と令嬢の婚約,王子と伯爵令嬢の婚約を巡る物語。公爵が仕舞う運命が絡み合い、王立の権力と愛の葛藤が描かれる。
2015:7,2015,7,"無い スキル-skill, スキル-skill 有る, スキル-skill 持つ, 居る スキル-skill, 言う スキル-skill",8,スキルの有無と影響,スキルの有無が個人や社会に与える影響について考察する。
2015:8,2015,8,"前世 乙女, 生きる 少女, シンデレラ-Cinderella ストーリー-story, 英雄 物語, レディー-lady",7,前世とシンデレラの物語,前世を持つ乙女が、シンデレラのように困難を乗り越え成長する英雄物語。
2015:9,2015,9,"成る 女の子, 男 彼女, 彼 高校, 腐 女子, 有る 親友",3,高校生の友情と恋愛,高校生活を通じて、女の子と男の彼女、腐女子の視点から描かれる友情と恋愛の葛藤。
2015:10,2015,10,"貧乏 貴族, 彼 前世, 豊か 為る, 領主 成る, 貰う 勇者",3,貧乏貴族の転生物語,前世で貧乏だった貴族が、勇者として豊かになるために領主となる物語。
2015:11,2015,11,"遣る 魔王, 人 魔王, 魔王 能力, 人間 魔族, 魔王 軍",6,魔王と人間の関係,魔王と人間、魔族の対立や共存を描き、魔王の能力や軍の存在が人間社会に与える影響を探る物語。
2015:12,2015,12,"居る 聖女, 聖女 成る, 聖女 有る, 聖女 召喚, 偽 聖女",1,聖女の存在と役割,聖女の存在や召喚、偽聖女の概念を通じて、聖女が持つ多様な役割とその影響を探る。
2015:13,2015,13,"言う 運命, 前世 妹, 前世 自分, ゲーム-game 世界, 令嬢 私-代名詞",5,前世と運命のゲーム,前世の妹や自分との関係を探る中で、運命を変えるためのゲーム世界での冒険が描かれる。
2015:14,2015,14,"居る 王子, 王道 恋愛, 女王, 王女, 者 裏切る",4,裏切りと恋愛の王道,王子と王女の恋愛を描く中で、裏切りがもたらす葛藤と成長を探求する物語。
2015:15,2015,15,"生活 記, 女神 ミス-mistake, 世界 放り込む, 通り魔 差す-他動詞, 居る 化け物",8,生活と化け物の交錯,生活の中に潜む化け物や女神の存在が、通り魔のように人々の世界に影響を与える様子を描く。
2015:16,2015,16,"中 少年, 少年 世界, 為 迷宮, 為る 支配, 事 物語",6,少年の迷宮と支配,中少年が迷宮に迷い込み、支配と物語の中で成長する様子を描く。
2015:17,2015,17,"為る 妹, 仕舞う 妹, 為る 姉, 両親 妹, 無い 姉",2,姉妹の関係性,姉妹の間での役割や感情の変化を描き、両親との関係も影響する様子を探る。
2015:18,2015,18,"婚約 破棄, 婚約 解消, 私-代名詞 婚約, 成る 婚約, 私-代名詞 結婚",3,婚約と私の関係,婚約の破棄や解消に伴う私の感情やアイデンティティの変化を探る。
2015:19,2015,19,"少年 英雄, 下校 中, 生徒 達, 高校 生徒, 級 スキル-skill",6,高校生の英雄譚,高校生たちが下校中に直面する困難を乗り越え、友情や成長を通じて英雄的な行動を示す物語。
2015:20,2015,20,"友達 成る, 恋人 成る, 此れ 恋, クリスマス-Christmas, 有る 曰く",1,友達から恋人へ,クリスマスを背景に、友達から恋人へと変わる関係の葛藤と喜びを描いた物語。
2015:21,2015,21,"生徒 居る, 授業 中, クラス-class 有る, 学園 中, 生徒 達",5,学園の授業と生徒たち,2015年の学園における授業中の生徒たちの様子やクラスの存在について探求する。
2015:22,2015,22,"国王 有る, 王子 有る, 王国 第, 居る 王国, 貧乏 貴族",2,貧乏貴族と王国の葛藤,貧乏な貴族が王国での地位を維持しようと奮闘する中、国王と王子との関係が複雑に絡み合う物語。
2015:23,2015,23,"様 王妃, 三 王子, 小国 王女, 娶る, 国 王太子",4,王妃と王子の物語,小国の王女が王妃となり、三人の王子との関係を描く物語。
2015:24,2015,24,"歳 冒険, 因る 才能, 者 養成, スキル-skill 目覚める, 魔法 知る",5,魔法と才能の冒険,若者が冒険を通じて自らの才能を発見し、スキルを磨く物語。
2015:25,2015,25,"恋 為る, 恋愛 要素, ラブコメ-love comedy, 終わる 私-代名詞, 飼い殺す",2,恋愛と自己認識の葛藤,恋愛要素を含むラブコメにおいて、自己のアイデンティティと恋愛の終焉が交錯し、感情の飼い殺しが描かれる。
2015:26,2015,26,"マジック-magic, 知る 冒険, 有る 魔族, 公 謎, 世界 住人",4,魔族の冒険と謎,魔族が住む世界での冒険を通じて、未知の謎を知ることがテーマの物語。
2015:27,2015,27,"居る 竜, 有る 竜, 有る ドラゴン-dragon, 為る 竜, ドラゴン-dragon",2,ドラゴンの存在意義,ドラゴンの存在と役割について探求し、文化や物語における象徴性を考察する。
2015:28,2015,28,"神 殺す, 其処 神, 神 達, 本当 神, 魔力 有り余る",5,神と魔力の対立,神々と人間の関係を描き、魔力を持つ者が神を殺すというテーマを探求する物語。
2015:30,2015,30,"一体 魔物, 魔法 目覚める, 迷宮 主, 強い 魔物, 周辺 魔物",6,魔物と迷宮の覚醒,強力な魔物が目覚め、迷宮の主として周辺の魔物を支配する物語。
2015:32,2015,32,"老人, 困惑 為る, 事 戸惑う, 部屋 中, 転生 言う",1,老人の転生と戸惑い,老人が転生を経験し、戸惑いながら新たな生活を模索する様子を描く物語。
2015:34,2015,34,"上司, ラスボス-last boss, 社長, さん 御, 御 相手",2,上司との関係性,上司や社長との関係を描き、職場における権力や影響力のダイナミクスを探る。
2015:35,2015,35,"世界 飛び出す, 家 出る, 離宮, 祖父 様, 没落",1,没落と新たな世界,祖父の離宮を出て、没落した家族の歴史を背負いながら新たな世界に飛び出す物語。
2015:37,2015,37,"公爵 令嬢, 公爵 家, 王太子 婚約, 本 読む, 王族",1,王族と恋の葛藤,公爵令嬢と王太子の婚約を巡る物語。家柄や立場の違いが二人の関係に影響を与え、彼女は本を通じて自らの運命を模索する。
2015:38,2015,38,"猫 為る, 猫 成る, 獣人, キャラ-character 成る, 最強 キャラ-character",2,猫と獣人の最強キャラ,猫が獣人として最強キャラに成る過程を描いた物語。キャラクターの成長と変化がテーマ。
2015:39,2015,39,"公 魔法, 魔法 使い, 魔術 士, 魔法 得る, 魔力 言う",3,魔法と公正の探求,魔法使いや魔術士が公正に魔力を得る過程を描き、力の使い方とその影響を考察する。
2015:40,2015,40,"迷宮 中, 魔獣, 大 迷宮, 迷宮, 迷宮 迷宮",2,迷宮と魔獣の探求,大迷宮の中で繰り広げられる冒険と、魔獣との遭遇を描いた物語。
