id,year,topic,top_terms,count,label_llm,summary_llm
2018:24,2018,24,"ヒロイン-heroine 出会う, ヒロイン-heroine 選ぶ, ヒーロー-hero ヒロイン-heroine, 他 攻略, ギルド-guild 追放",4,ヒロインとの出会いと選択,ヒーローがヒロインと出会い、彼女を選ぶ過程や、ギルドからの追放を通じて描かれる物語の展開。
2018:25,2018,25,"居る 恋, 恋 成就, 惚れる 居る, 恋愛 要素, 穏便 婚約",3,恋愛の成就と居る,恋愛における成就や惚れ合う要素、穏便な婚約の重要性を探る。
2018:26,2018,26,"人々 物語, のんびり ライフ-life, ライフ-life 始まる, 二 人生, 世界 住人",1,のんびりとした人生の物語,人々の穏やかな生活を描いた物語が展開され、二人の人生が新たな世界で始まる様子が描かれる。
2018:27,2018,27,"ドラゴン-dragon 倒す, 最強 ドラゴン-dragon, ドラゴン-dragon, 竜, 有る 勇者",3,勇者と最強のドラゴン,勇者が最強のドラゴンを倒す物語。ドラゴンとの戦いを通じて勇気と成長が描かれる。
2018:28,2018,28,"神 因る, 神 殺し, 不死 者, 人類 滅亡, 世界 多く",3,神と人類の滅亡,神による不死者の存在が、人類の滅亡を引き起こす世界の様子を描写している。
2018:29,2018,29,"エミリア, 花嫁 為る, リカ, 数奇 運命, 有る ノア",4,運命に翻弄される花嫁,エミリアとリカの物語は、数奇な運命に導かれ、花嫁としての役割を果たす中での葛藤を描いている。
2018:31,2018,31,"オカルト-occult, 妖怪, 居る 物語, ホラー-horror, 超絶",2,オカルトと妖怪の恐怖,2018年の作品では、オカルトや妖怪が絡む物語が展開され、超絶的なホラー体験が描かれている。
2018:32,2018,32,"人生 後悔, 人生 遣り直す, 此れ 人生, 病 倒れる, 為る 人生",2,人生の再生と後悔,病に倒れた主人公が人生を振り返り、後悔を抱えつつも新たな道を模索する物語。
2018:33,2018,33,"登場 人物, 宇宙 人, ？ 世界, 目覚める 主人, 居る 異",1,異世界での目覚め,主人公が異なる宇宙の人物と出会い、目覚めることで新たな世界に踏み込む物語。
2018:34,2018,34,"退魔 師, ジャンル-genre 別, ジャンル-genre, ロー-low ファンタジー-fantasy, 成る 総合",1,退魔師のロー・ファンタジー,退魔師をテーマにしたロー・ファンタジー作品の多様性とその特徴について考察する。
2018:35,2018,35,"生 転生, 超 貧乏, 天涯 孤独, 様 生活, 私-代名詞 生活",3,孤独な転生と生活,超貧乏な状況で生きる主人公が、転生を通じて天涯孤独な生活を描く物語。
2018:36,2018,36,"居る 迷宮, 迷宮 迷宮, 迷宮, オカルト-occult, 現われる モンスター-monster",4,迷宮のオカルトとモンスター,迷宮に潜むオカルト的存在と、そこに現れるモンスターの関係を探求する。
2018:37,2018,37,"国外 追放, 誘拐 事件, 公爵 令嬢, 追放, 奴隷",1,追放された公爵令嬢の運命,国外に追放された公爵令嬢が誘拐事件に巻き込まれ、奴隷としての運命を辿る物語。
2018:38,2018,38,"御 隣り, 子猫, 住む 居る, 遭遇 為る, トウキョウ",1,東京の隣人と子猫,東京での隣人との出会いと、子猫との生活を通じて描かれる心温まる物語。
2018:40,2018,40,"魔獣, 其処 魔法, 魔法 存在, 私-代名詞 魔力, 魔力",2,魔獣と魔法の存在,魔法と魔獣の関係を探求し、私の魔力がどのように影響を与えるかを考察する。
2018:41,2018,41,"後 魔物, 魔境, 眷属 成る, 世界 作る, フィクション-fiction 登場",2,魔物とフィクションの世界,魔物や眷属が登場するフィクションの中で、彼らが新たな世界を作り出す様子を描く。
2018:42,2018,42,"後悔, 後悔 為る, 死後, 居る 幼馴染み, 俺 高校",1,高校時代の後悔,幼馴染みとの関係を振り返り、死後も残る後悔を描く物語。高校生活の選択がもたらす影響を考察する。
2018:43,2018,43,"魔女 呪い, 女王 呼ぶ, 魔女, 王位 継承, 女王",2,魔女と王位継承の呪い,魔女の呪いが女王を呼び寄せ、王位継承に影響を与える物語。
2018:44,2018,44,"伯爵 令嬢, 王都 学園, 令嬢 ディアナ, 令嬢 目指す, 有る 学園",4,学園での令嬢の成長,王都の学園で、令嬢ディアナが理想の令嬢を目指して奮闘する物語。
2018:45,2018,45,"継母, 孤児 院, 愛する 彼女, 姉 因る, 異母",3,異母姉妹の愛と孤独,異母姉妹の関係を描き、孤児院での生活や継母との葛藤を通じて、愛と孤独のテーマを探求する物語。
2018:47,2018,47,"結婚 為る, 貴族 娘, 歳 誕生, 子 自分, 後妻 入る",1,結婚と家族の再構築,貴族の娘が結婚し、後妻として新たな家族を築く過程を描く物語。
2018:48,2018,48,"美しい 妹, 伯爵 令嬢, 二 王子, 伯爵 家, 妃 成る",1,美しい妹と王子たち,美しい妹が伯爵家の令嬢として、二人の王子との関係を通じて妃となる物語。
2018:49,2018,49,"粗筋 俺, 上司, 転職, 仕舞う 何故, 全て 俺",2,転職と自己探求,上司との関係や転職を通じて、自分自身の存在意義や人生の選択について考える物語。
2019:0,2019,0,"ゲーム-game 世界, 此れ ゲーム-game, ゲーム-game 遣る, ゲーム-game 内, ゲー-game",62,ゲームの世界観,ゲームの世界における体験や行動について探求し、プレイヤーの視点からその魅力を考察する。
2019:1,2019,1,"読者, 日 コミカライズ, 様 2021, 9 ／, ／ 24",35,コミカライズと読者の関係,2019年における日コミカライズの進展と、読者の反応や影響について考察する。
2019:2,2019,2,"魔女, 魔女 為る, 此れ 魔法, 女神 呼ぶ, 錬金 術士",23,魔女と錬金術の神秘,魔女が魔法を用いて女神を呼び出し、錬金術士としての力を発揮する物語。
2019:3,2019,3,"現代 日本, 日本 人, 有る 日本, 生まれ変わり 有る, 者 前世",17,日本人の生まれ変わり,現代日本における生まれ変わりの概念と前世の影響を探求する。
2019:4,2019,4,"魔術 才能, 持つ 魔法, 魔術 極める, 魔術 師, マジック-magic",23,魔術と才能の探求,魔術の才能を持つ者が、魔法を極める過程を描く。魔術師としての成長と挑戦がテーマ。
2019:5,2019,5,"公爵 令嬢, 王子 婚約, 男爵 令嬢, 公爵 家, 王子 有る",32,恋愛と階級の葛藤,公爵家の令嬢と王子の婚約を巡り、男爵家の令嬢が絡む恋愛模様と階級の対立が描かれる物語。
2019:6,2019,6,"パーティー-party 追放, パーティー-party リーダー-leader, 元 パーティー-party, パーティー-party 一員, パーティー-party 結成",40,パーティーの結成と追放,パーティーのリーダーや元一員の追放を通じて、組織の内部対立や結成の背景が浮き彫りになる。
2019:7,2019,7,"レア-rare スキル-skill, 最強 スキル-skill, スキル-skill レベル-level, スキル-skill 取得, 為る スキル-skill",17,レアスキルの取得と成長,レアスキルの取得とそのレベルアップが、キャラクターの最強化に繋がる過程を探る。
2019:8,2019,8,"アナ-announcer, 腐 女子, 乙女 ゲーム-game, リリー-lily アナ-announcer, ゲーム-game 世界",18,アナウンサーと乙女ゲーム,アナウンサーと腐女子文化が交差する乙女ゲームの世界を探求する。
2019:9,2019,9,"女子 生徒, 学校 一, 高校 生活, 孤立 為る, 高校 三",29,高校生活の孤立,高校三年生の女子生徒が学校で孤立し、友人関係や社会的なつながりの重要性を再認識する物語。
2019:10,2019,10,"馬鹿 王子, 勇者 首, 大 貴族, 権力 者, 武将 転生",11,転生した武将の逆襲,大貴族の権力者に立ち向かう転生した武将が、馬鹿王子と勇者の首を狙う物語。
2019:11,2019,11,"魔王 討伐, 魔王 力, 魔王 言う, 邪神 倒す, 魔王 軍",16,魔王討伐の物語,魔王の力を巡る戦いと、邪神を倒すための冒険が描かれる物語。
2019:12,2019,12,"聖女 成る, 偽 聖女, 聖女 有る, 聖女 様, 新しい 聖女",22,聖女の概念の変遷,聖女の存在や役割が時代と共に変化し、偽聖女や新しい聖女の概念が浮かび上がる。
2019:13,2019,13,"ゲーム-game 本編, ゲーム-game 中, ゲーム-game 転生, 乙女 ゲーム-game, 前世 プレー-play",9,乙女ゲームの転生物語,前世の記憶を持つ主人公が乙女ゲームの世界で新たな人生を歩む物語。ゲーム内の選択が運命を左右する。
2019:14,2019,14,"皇太子 妃, 王女, 王妃, 侯爵 令嬢, 皇后",17,皇族と貴族の関係,2019年の文脈において、皇太子妃や王女、王妃、侯爵令嬢、皇后の役割とその相互関係を探る。
2019:15,2019,15,"世界 生まれ変わる, 世界 得る, 生まれ変わる 居る, 世界 ！, 豊か 為る",2,生まれ変わる世界の豊かさ,新たな世界での生まれ変わりを通じて、豊かさを得る可能性を探求する。
2019:16,2019,16,"魔法 学院, 成り上がる 物語, 魔法 レベル-level, 想像 以上, 確率",2,魔法学院の成り上がり,魔法学院での成長を描いた物語。主人公が想像以上の魔法レベルを持ち、確率を超えて成り上がる様子を追う。
2019:17,2019,17,"仕舞う 姉, 姉 達, 無い 姉, 仲 悪い, 為る 性格",6,姉妹の関係性の葛藤,姉妹間の仲の悪さや性格の違いが、互いの関係を仕舞う要因となる様子を描写している。
2019:18,2019,18,"私-代名詞 婚約, 愛する 結婚, 居る 浮気, 新しい 恋, 世界 恋愛",11,愛と浮気の新しい世界,婚約中の私が新たな恋に目覚め、愛と浮気の複雑な関係を探求する物語。
2019:19,2019,19,"彼 学校, 学校 中, 生徒 達, 少年 スキル-skill, 迫害 為る",6,学校での少年の迫害,学校内での生徒たちによる少年への迫害と、その中で彼が身につけるスキルについての物語。
2019:20,2019,20,"俺 彼女, 言う 美, 此れ 恋, デレ 少女, 幼馴染み 居る",11,幼馴染みとの恋愛,幼馴染みの少女との関係を描き、彼女への想いと美しさを語る恋愛物語。
2019:21,2019,21,"錬金 術, 為 能力, スキル-skill 他, 人 女神, 女神 貰う",4,錬金術と女神の力,錬金術を通じて、女性キャラクターが女神の能力を得る過程とその影響を描く物語。
2019:22,2019,22,"帝国 貴族, 成る 侯爵, 皇帝 呼ぶ, 為る 王子, 王国 守る",5,帝国と貴族の権力,帝国の貴族が侯爵となり、皇帝を呼び寄せ、王子として王国を守る姿を描く物語。
2019:23,2019,23,"王子 殿下, 為る 王子, 二 王子, 王子, 陛下 御",5,王子の役割と責任,王子たちの立場や責任について探求し、彼らが果たすべき役割を考察する。
2019:24,2019,24,"頃 冒険, 為る 冒険, 一人 冒険, 呼ぶ 迷宮, ダンジョン 攻略",8,迷宮の冒険と攻略,一人で迷宮に挑む冒険を描き、ダンジョン攻略の過程での成長や発見を探求する物語。
2019:25,2019,25,"恋 為る, 女性 恋, 人 気持ち, 私-代名詞 付き合う, 美 男子",7,恋愛と自己表現,女性の恋愛感情と美男子との関係を通じて、自己の気持ちを表現する様子を描く。
2019:26,2019,26,"神 名乗る, 世界 戻る, 後 神, 居る 神, 死亡 為る",1,神と死の再生,神を名乗る存在が、死後の世界に戻ることで新たな神の姿を示す物語。
2019:27,2019,27,"有る ドラゴン-dragon, ドラゴン-dragon, ドラゴン-dragon 達, 来る ドラゴン-dragon, 有る 竜",7,ドラゴンの存在と影響,ドラゴンの存在が物語や文化に与える影響を探求し、その象徴的な役割を考察する。
2019:28,2019,28,"居る 神, 神 様, 事 神, 意識 為る, 為る 神",2,神の存在と意識,神の存在が人間の意識に与える影響や、神が人間の行動にどのように関与するかを探求する。
2019:29,2019,29,"婚約 破棄, 婚約 解消, 最愛 婚約, 言う 婚約, 嫌う 婚約",8,婚約の葛藤と解消,婚約の破棄や解消に関する感情や葛藤を描き、最愛の相手との関係の複雑さを探る。
2019:30,2019,30,"魔物 使い, 魔力 無い, 闇 精霊, 世界 魔力, 私-代名詞 魔力",3,魔物と闇の精霊,魔力を持たない私が、魔物を使い、闇の精霊と共に魔力の世界に挑む物語。
2019:32,2019,32,"彼 転生, 因る 死亡, 為る 人生, 無い 幼馴染み, 賢者 呼ぶ",2,転生と友情の物語,彼は転生を果たし、幼馴染みの存在が無い新たな人生を歩む中で、賢者と呼ばれる存在に導かれる。
2019:33,2019,33,"架空 存在, 事 前世, 絶滅, 宇宙 船, 宇宙 人",3,架空の宇宙人と絶滅,架空の存在としての宇宙人が、事前世や絶滅のテーマを通じて人類の未来を考察する物語。
2019:34,2019,34,"無職 成る, 稼ぐ 事, 無職, 業 者, 為る 業界",4,無職と業界の変化,無職の人々が新たな業界で稼ぐ方法を模索する様子を描写し、労働市場の変化を探る。
2019:35,2019,35,"貴族 令嬢, 孤児, 令嬢 物語, 為る 育つ, 物語 私-代名詞",1,貴族令嬢と孤児の物語,貴族の令嬢と孤児の成長を描く物語。彼らの出会いが互いの人生に影響を与え、自己を見つける旅が展開される。
2019:36,2019,36,"洞窟, 迷宮, 世界 存在, 探索 者, 発見 為る",1,洞窟の迷宮と探索者,洞窟の迷宮を探索する者たちが、未知の世界を発見し、存在の意味を問い直す物語。
2019:37,2019,37,"公爵 令嬢, 子爵 令嬢, 者 公爵, 成る 子爵, 下級 貴族",3,貴族の階級と恋愛,公爵令嬢と子爵令嬢の関係を通じて、下級貴族の立場や恋愛の葛藤が描かれる物語。
2019:38,2019,38,"猫 為る, 猫, 黒猫, 為る 仄々, 何とぞ 宜しく",3,猫との共生,黒猫を通じて描かれる人と猫の関係性や、共に生きることの温かさが表現されている。
2019:39,2019,39,"貴族 子, 魔法 使う, 系 魔術, ！ 貴族, 爺 ちゃん",3,貴族の子と魔法の系,貴族の子が魔法を使うことで、家族や伝統に挑む物語。爺ちゃんの教えが鍵となる。
2019:40,2019,40,"鳥 成る, 魔物 跋扈, 魔物 倒す, 仕舞う 魔物, 為 魔物",1,魔物との戦いと成長,魔物が跋扈する世界で、鳥のように成長し、魔物を倒すための戦いを描く物語。
2019:41,2019,41,"描く 物, ドラゴン-dragon, 妖精, 聖 竜, 竜 力",1,ドラゴンと妖精の物語,ドラゴンや妖精、聖竜の力を描く物語が展開され、幻想的な世界観が広がる。
2019:42,2019,42,"俺 幼馴染み, 俺 高校, 高校 時代, 人生 後悔, 遣り直す 物語",5,高校時代の再生,幼馴染みとの関係を通じて、高校時代の後悔を乗り越え、人生をやり直そうとする物語。
2019:43,2019,43,"王位 継承, 国王 陛下, 王都 有る, 彼女 転生, 目指す 王都",3,転生と王位継承の物語,彼女は転生し、王位継承を目指す国王陛下の物語を描く。王都での新たな挑戦が始まる。
2019:44,2019,44,"姫 有る, 令嬢 言う, 作品 フィクション-fiction, 転移 者, 架空 存在",3,架空の令嬢転移者,フィクション作品における姫や令嬢のキャラクターが、異世界に転移する物語の展開を探る。
2019:45,2019,45,"伯爵 令嬢, 家 養女, 孤児 院, 姉 二人, 親戚",2,孤児院の養女の物語,伯爵家の養女として育った孤児院出身の少女が、姉たちや親戚との関係を通じて成長する物語。
2019:46,2019,46,"婚約 破棄, 婚約 解消, 悟る 婚約, 嫁探し, 皇太子 妃",4,婚約の解消とその影響,婚約破棄や解消を通じて、個人の成長や社会的期待に対する理解が深まる様子を描く。
2019:47,2019,47,"結婚 為る, 歳 女, 子爵 家, 成る 伯爵, 公爵 公爵",2,結婚と階級の変遷,2019年の作品では、女性が結婚を通じて貴族階級に昇進する様子が描かれ、社会的地位の変化がテーマとなっている。
2019:48,2019,48,"双子 妹, 両親 妹, 伯爵 家, 迫害 為る, 達 迫害",2,双子と家族の迫害,双子の妹たちが伯爵家で直面する迫害と、その影響を受ける両親との関係を描く物語。
2019:49,2019,49,"此れ 人生, 自暴 自棄, 人生 幕, 生命, 者 物語",1,人生の幕と物語,自暴自棄に陥る者の人生を描き、生命の意味や物語の重要性を探求する。
2020:0,2020,0,"成る ゲーム-game, ゲーム-game 世界, ゲーム-game 有る, 此れ ゲーム-game, ！ ゲーム-game",20,ゲームの存在と意義,2020年のゲームに関する考察を通じて、ゲームの世界やその存在意義について探求する。
2020:1,2020,1,"読む 方, 改稿 版, 掲載 予定, 積り 書く, 版 為る",18,改稿と掲載のプロセス,2020年における改稿版の執筆と、掲載予定の作品に関する考察を示す。
2020:2,2020,2,"魔術 士, 魔法 才能, 魔力 多い, 魔法 使う, 魔女",17,魔術と魔法の才能,魔術士や魔女たちが持つ魔法の才能と多様な魔力の使い方について探求する。
2020:3,2020,3,"覇王, 居る 物語, 危険 人物, 日本 人, 戦国 時代",12,戦国時代の覇王物語,日本の戦国時代における覇王と危険な人物たちの物語を描く。
2020:4,2020,4,"魔術 師, 最強 魔術, 初級 魔法, 魔術 使う, 魔導 師",14,魔術師の成長物語,最強の魔術師を目指す主人公が、初級魔法を駆使しながら成長し、様々な試練に立ち向かう物語。
2020:5,2020,5,"王太子 妃, 公爵 令嬢, 王子 婚約, 皇太子 殿下, 公爵 家",26,王太子と公爵家の婚約,王太子と公爵令嬢の婚約を巡る物語。身分や立場の違いがもたらす葛藤と愛の行方を描く。
2020:6,2020,6,"パーティー-party 追放, 最強 パーティー-party, 元 パーティー-party, パーティー-party リーダー-leader, パーティー-party 抜ける",31,パーティーの追放と再構築,最強のパーティーから追放された元リーダーが、新たな仲間と共に再び立ち上がる物語。
2020:7,2020,7,"外れる スキル-skill, スキル-skill 存在, スキル-skill 有る, 事 スキル-skill, スキル-skill アイテム-item",19,スキルの存在と価値,スキルの有無やアイテムとしての役割が、個人の成長や社会での位置づけに影響を与えることを探る。
2020:8,2020,8,"彼女 正体, 令嬢 生まれ変わる, 王太子 妃, 絶世 美女, 妃 選ぶ",4,令嬢の生まれ変わり,絶世の美女として生まれ変わった彼女が、王太子の妃として選ばれる運命を描く物語。
2020:9,2020,9,"居る 中学, 頃 幼馴染み, 学校 中, 何処 居る, 私-代名詞 今日",8,幼馴染みとの再会,中学時代の幼馴染みとの思い出を振り返り、彼らが今どこにいるのかを考える私の心情を描く。
2020:10,2020,10,"覇 唱える, 魔物 狩り, 女神 力, 神 様, 物語 歴史",7,神話と魔物の狩り,女神の力を借りて魔物を狩る物語が描かれ、歴史的な背景が織り交ぜられた幻想的な世界が展開される。
2020:11,2020,11,"魔族 戦い, 魔族 王, 魔王 成る, 王 魔王, 魔王 軍",9,魔族の王と戦い,魔族の王が魔王となり、彼の軍と共に戦いを繰り広げる物語。
2020:12,2020,12,"聖女 力, 聖女 成る, 偽 聖女, 聖女 魔王, 聖女 選ぶ",20,聖女とその力の葛藤,聖女としての力を持つ者たちが、真の聖女と偽聖女の違いや、魔王との関係を通じて自己を見つめ直す物語。
2020:13,2020,13,"ゲーム-game 出る, 恋愛 ゲーム-game, 公 ゲーム-game, ゲーム-game 使う, 令嬢 生まれ変わる",4,恋愛ゲームの新たな展開,令嬢が生まれ変わり、恋愛ゲームの世界で公に出ることで繰り広げられる物語。ゲームを通じての成長と愛の探求が描かれる。
2020:14,2020,14,"王太子 結婚, 王太子 殿下, 王太子, 末 王女, 五 王子",6,王太子の結婚と家族,2020年、王太子殿下の結婚を巡る物語が展開され、末王女や五王子との関係が描かれる。
2020:15,2020,15,"意 決して, 私-代名詞 魔力, 飛び下りる 自殺, 人生 送る, 者 裏切る",4,自己と裏切りの魔力,自己を裏切る選択がもたらす人生の葛藤と、自殺という極端な行動の背後にある心理を探る。
2020:17,2020,17,"妹 様, 仕舞う 妹, 妹 言う, 御前 妹, 有る 姉",6,姉妹の関係性,姉妹の間に存在する微妙な感情や言葉のやり取りを描写し、互いの存在がどのように影響し合うかを探る。
2020:18,2020,18,"私-代名詞 結婚, 女 結婚, 言う 婚約, 為る 結婚, 成る 婚約",5,私と結婚の言説,結婚における私の視点や女性の役割、婚約の言葉が持つ意味を探る。
2020:19,2020,19,"中学 時代, 振る 幼馴染み, 仕舞う 高校, 居る 高校, 失望 為る",2,幼馴染との失望と成長,中学時代の幼馴染との関係が高校で変化し、失望を経験しながら成長していく物語。
2020:20,2020,20,"此れ 恋, 女 らしい, 様 奇麗, 容姿 端麗, 姉妹",6,姉妹の美しさと恋,美しい姉妹が恋愛を通じて自らの魅力を発見し、女性らしさを表現する物語。
2020:21,2020,21,"忍者, 剣術, 才能 無い, 育てる 少年, 武術",1,才能を育てる忍者の少年,剣術の才能がない少年が、忍者として成長するために努力し、武術を習得していく物語。
2020:22,2020,22,"皇帝 陛下, 皇帝 呼ぶ, 事 王宮, 陛下, 五 王子",7,王宮の皇帝と五王子,2020年の物語では、皇帝陛下と五王子の関係が描かれ、王宮内での権力と家族の葛藤がテーマとなる。
2020:23,2020,23,"二 王子, 王子 殿下, 三 王子, 為る 王子, 王子",2,王子たちの物語,王子たちの異なる役割や関係性を描き、彼らの成長や葛藤を通じて王族の責任を探求する物語。
2020:24,2020,24,"歳 冒険, ギルド-guild 追放, 再 就職, 職員 為る, 溜め込む 居る",4,冒険者の再出発,追放された冒険者が新たな職を求め、ギルドから離れた後の奮闘を描く物語。
2020:25,2020,25,"恋 憧れる, 結婚 話, 結婚 為る, 婚姻 結ぶ, 不倫",3,恋愛と結婚の葛藤,恋愛に憧れながら結婚を考える中で、不倫の影が交錯する人間関係の複雑さを描く。
2020:26,2020,26,"魔王 討伐, 勇者 力, 地球 帰還, 軈て 魔王, 為る 勇者",1,勇者の帰還と魔王討伐,勇者が魔王を討伐し、地球に帰還する物語。力を得た勇者が、魔王との戦いを経て成長する様子が描かれる。
2020:27,2020,27,"ドラゴン-dragon 達, ドラゴン-dragon, 最強 ドラゴン-dragon, 古 竜, 竜",1,ドラゴンの力と伝説,古代から現代まで、ドラゴンの存在とその力が語られる物語の中で、最強のドラゴンたちの伝説が描かれる。
2020:28,2020,28,"魔王 倒す, 神 殺す, 自称 神, 倒す 勇者, 為る 神",1,神と勇者の対決,自称神が魔王を倒すために勇者と対峙し、神を殺すという壮絶な戦いが繰り広げられる物語。
2020:29,2020,29,"令嬢 エレン, エレン, アンナ, 仕舞う 婚約, 婚約 解消",9,婚約解消の葛藤,令嬢エレンとアンナの婚約解消を巡る葛藤と心情の変化を描いた物語。
2020:32,2020,32,"サバイバル-survival 生活, 人生 遣り直す, 人生 過ごす, 生活 為, 生活 成る",3,サバイバルと人生の再構築,困難な状況を乗り越え、生活を再構築することで、人生をより良く過ごす方法を探る。
2020:34,2020,34,"社員, 職場, オフィス-office, 年下, 金髪 美",2,年下社員との職場恋愛,金髪の美しい年下社員とのオフィスでの恋愛模様を描く物語。
2020:35,2020,35,"無い 母, 子供 居る, 人生 満喫, 運命 言う, シンデレラ-Cinderella ストーリー-story",4,運命と母の不在,母がいない子供が人生を満喫し、運命を受け入れるシンデレラストーリーを描く。
2020:37,2020,37,"王子 奪う, 公爵 令嬢, 王子 婚約, 一 王子, 王子",6,王子と公爵令嬢の婚約,王子が公爵令嬢を奪う物語。婚約を巡る葛藤と恋愛模様が描かれる。
2020:38,2020,38,"猫 成る, 猫 為る, 猫, 鳴く, 様 物語",1,猫の物語とその声,猫が鳴く様子を通じて、猫の存在や性格を描いた物語。猫の視点からの独特な世界観が展開される。
2020:39,2020,39,"為る 弟子, 記憶 蘇る, 魔導 士, 有る 前世, 居る 魔導",1,前世の記憶と魔導士,弟子が前世の記憶を蘇らせ、魔導士としての存在を探求する物語。
2020:42,2020,42,"事 後悔, 幼馴染み 告白, 俺 幼馴染み, 思い出, 自殺",5,幼馴染みとの後悔,幼馴染みへの告白を巡る思い出と後悔が描かれ、自殺という選択がもたらす影響を考察する物語。
2020:44,2020,44,"彼女 幼馴染み, 貴族 娘, 弱小 貴族, 為る 教師, 成る 姉",2,幼馴染みと貴族の葛藤,弱小貴族の娘が教師として成長し、幼馴染みとの関係を通じて自らの立場やアイデンティティを模索する物語。
2020:45,2020,45,"貧乏 男爵, 侯爵 家, 為る 伯母, 令嬢 婚約, 異母",5,貧乏男爵と令嬢の婚約,貧乏男爵の家族と侯爵家の令嬢との婚約を巡る物語。異母兄弟や伯母の影響が絡み合い、複雑な人間関係が展開される。
2020:46,2020,46,"婚約 破棄, 過ぎる 婚約, 突然 婚約, 私-代名詞 婚約, 正妻",6,婚約の破棄とその影響,婚約の突然の破棄がもたらす心理的影響や社会的な立場について考察する。
2020:47,2020,47,"父 再婚, 再婚 為る, 家 次女, 子爵 家, 母 亡くなる",3,再婚と家族の再構築,父の再婚を通じて、次女が新たな家族関係を築く様子と、亡き母の影響を描く物語。
2020:48,2020,48,"妹 奪う, ヒロイン-heroine 妹, 無い 妹, 母 妹, 男爵 家",5,妹とヒロインの葛藤,物語は、男爵家の妹を奪うヒロインの葛藤を描き、母との関係や妹の存在が重要なテーマとなる。
2020:49,2020,49,"転移 者, 旅 出る, 全て 絶望, スキル-skill 俺, 為る 旅",1,絶望の旅路,転移者が旅に出て、全てが絶望的な状況に直面しながらスキルを磨く物語。
2020:50,2020,50,"ゲーム-game 悪役, 私-代名詞 死ぬ, 有る ゲーム-game, ゲーム-game 中, 人生 掛ける",1,ゲームと人生の交差点,ゲーム内の悪役としての自己を通じて、人生の意味や死の概念を探求する物語。
2020:51,2020,51,"男 世界, 人 因る, 居る 人, 男 達, 様 転生",2,男たちの転生と世界,人々が異なる世界で転生し、男たちの存在や役割がどのように変化するかを探る物語。
